-118.633473, 34.269626
-118.636789, 34.291804
-118.650859, 34.320484
-118.796692, 34.616559
-118.881364, 34.790629
-118.894474, 34.817972
-118.881729, 34.817802
-118.877289, 34.803212
-118.854576, 34.803027
-118.854253, 34.817772
-118.140074, 34.820780
-118.132940, 34.820739
-118.130847, 34.820938
-117.667292, 34.822526
-117.667034, 34.558008
-117.660346, 34.557848
-117.658798, 34.440580
-117.650459, 34.339025
-117.646374, 34.289170
-117.677657, 34.165334
-117.677693, 34.164238
-117.711067, 34.079536
-117.719481, 34.059731
-117.726010, 34.041128
-117.735846, 34.018554
-117.767752, 34.019429
-117.802539, 33.975551
-117.783287, 33.946411
-117.976498, 33.946050
-117.976530, 33.928034
-117.976498, 33.919171
-117.976571, 33.911205
-117.976692, 33.910614
-117.976588, 33.909757
-117.976586, 33.906225
-118.011398, 33.873314
-118.028679, 33.873219
-118.058918, 33.846121
-118.063268, 33.824220
-118.093008, 33.786289
-118.091970, 33.758472
-118.116703, 33.743549
-118.132698, 33.753217
-118.156900, 33.760317
-118.175500, 33.763617
-118.180831, 33.763072
-118.187701, 33.749218
-118.183700, 33.736118
-118.181367, 33.717367
-118.207476, 33.716905
-118.258687, 33.703741
-118.277208, 33.707091
-118.297104, 33.708319
-118.317205, 33.712818
-118.354705, 33.732317
-118.360505, 33.736817
-118.385006, 33.741417
-118.396606, 33.735917
-118.411211, 33.741985
-118.428407, 33.774715
-118.423407, 33.782015
-118.405007, 33.800215
-118.394376, 33.804289
-118.394307, 33.804315
-118.391507, 33.815415
-118.392107, 33.840915
-118.412708, 33.883913
-118.442410, 33.940312
-118.460611, 33.969111
-118.482729, 33.995912
-118.484212, 33.997710
-118.502813, 34.015509
-118.519514, 34.027509
-118.543115, 34.038508
-118.569235, 34.041640
-118.603572, 34.039048
-118.609652, 34.036424
-118.668358, 34.038887
-118.675430, 34.037479
-118.679366, 34.033255
-118.706215, 34.029383
-118.732391, 34.032743
-118.744952, 34.032103
-118.783433, 34.021543
-118.787094, 34.019545
-118.805114, 34.001239
-118.821579, 34.013959
-118.840380, 34.027527
-118.854653, 34.034215
-118.896159, 34.039207
-118.928048, 34.045847
-118.938081, 34.043383
-118.944887, 34.045340
-118.940965, 34.074830
-118.788889, 34.168214
-118.668152, 34.168195
-118.667713, 34.240404
-118.632495, 34.240426
-118.633473, 34.269626

